Missile	*ID	pCltDoFunc	pCltHitFunc	pSrvDoFunc	pSrvHitFunc	pSrvDmgFunc	SrvCalc1	*srv calc 1 desc	Param1	*param1 desc	Param2	*param2 desc	Param3	*param3 desc	Param4	*param4 desc	Param5	*param5 desc	CltCalc1	*client calc 1 desc	CltParam1	*client param1 desc	CltParam2	*client param2 desc	CltParam3	*client param3 desc	CltParam4	*client param4 desc	CltParam5	*client param5 desc	SHitCalc1	*server hit calc 1 desc	sHitPar1	*server hit param1 desc	sHitPar2	*server hit param2 desc	sHitPar3	*server hit param3 desc	CHitCalc1	*client hit calc1 desc	cHitPar1	*client hit param1 desc	cHitPar2	*client hit param2 desc	cHitPar3	*client hit param3 desc	DmgCalc1	*damage calc 1	dParam1	*damage param1 desc	dParam2	*damage param2 desc	Vel	MaxVel	VelLev	Accel	Range	*CanSlow?	Radius	Light	Flicker	Red	Green	Blue	InitSteps	Activate	LoopAnim	CelFile	animrate	AnimLen	AnimSpeed	RandStart	SubLoop	SubStart	SubStop	CollideType	CollideKill	CollideFriend	LastCollide	Collision	ClientCol	CollisionOverlap	ClientSend	NextHit	NextDelay	xoffset	yoffset	zoffset	Size	SrcTown	CltSrcTown	CanDestroy	ToHit	AlwaysExplode	Explosion	Town	NoUniqueMod	NoMultiShot	Holy	CanSlow	ReturnFire	GetHit	SoftHit	KnockBack	Trans	Pierce	MissileSkill	Skill	ResultFlags	HitFlags	HitShift	ApplyMastery	SrcDamage	Half2HSrc	SrcMissDmg	MinDamage	MinLevDam1	MinLevDam2	MinLevDam3	MinLevDam4	MinLevDam5	MaxDamage	MaxLevDam1	MaxLevDam2	MaxLevDam3	MaxLevDam4	MaxLevDam5	DmgSymPerCalc	EType	EMin	MinELev1	MinELev2	MinELev3	MinELev4	MinELev5	EMax	MaxELev1	MaxELev2	MaxELev3	MaxELev4	MaxELev5	EDmgSymPerCalc	ELen	ELevLen1	ELevLen2	ELevLen3	HitClass	NumDirections	LocalBlood	DamageRate	TravelSound	HitSound	OnDiedSound	ProgSound	ProgOverlay	ExplosionMissile	SubMissile1	SubMissile2	SubMissile3	HitSubMissile1	HitSubMissile2	HitSubMissile3	HitSubMissile4	CltSubMissile1	CltSubMissile2	CltSubMissile3	CltHitSubMissile1	CltHitSubMissile2	CltHitSubMissile3	CltHitSubMissile4	MissileWeaponVFX	*eol
fireball	2963	1	4	1	5																												64								64												40	40			30			7		255	178	64	0	0	1	Fireball	1024	5	16					3	1		1		1								2											1	1	1			1																								fire																		32	16			sorceress_fireball_1	sorceress_fireball_impact_1				explodingarrowexp				fireballmainspawner							fireballmainspawner					0
fireballmainspawner	2964	19	4	15	5				1												1												64								64																1					255	255	255	0	0	1	expansion\twister	1024	40	16								1		1								1					1											1																																											16									fireballsecspawner			fireballfurylivecheck				fireballsecspawner			fireballfurylivecheck					0
fireballsecspawner	2965	19	4	15	5				1												1												64								64																1					255	255	255	0	0	1	expansion\twister	1024	40	16								1		1								1					1						1	1	1			1																																											16									fireballdebufflivecheck			fireballexp				fireballdebufflivecheck			fireballexp					0
fireballexp	2966	1	1	1	1																												0	damage radius							3	explosions radius	1	explosions density																7		255	178	64	0	0	1	Fireball	1024	5	16					3	1		1		1								1					1											1			Fire Ball	5	2																			fire																			16			sorceress_fireball_1	sorceress_fireball_impact_1															fireexplosion2					0
fireballfurylivecheck	2967	50		28					0	damage freq (0 = look at skill)	1	radius (0 = look at skill)	1	start frame	4	end frame	30	lob			0	damage freq (0 = look at skill)	1	radius (0 = look at skill)	1	start frame	4	end frame	30	lob																											5			5		81	81	255	0	0	1	GlacialSpike	1024	6	16																		1																1																																											16									fireballfury							fireballfury								0
fireballfury	2968	1	25	1	20																												20		4						20		4																	4		255	255	255	0	0	1	LightningStrike	1024	8	16					3	1		1		1								1					1											1																																											32												fireballfuryspawner							fireballfuryspawner					0
fireballfuryspawner	2969	1	4	1	5																												64								64												40	40			30			7		255	178	64	1	1	1	Fireball	1024	5	16					3	1		1		1								2					1											1			Fire Ball	5	2																			fire																			16								fireexplosion2				fireballsecspawner							fireballsecspawner					0
fireballdebufflivecheck	2970	50		28					0	damage freq (0 = look at skill)	1	radius (0 = look at skill)	2	start frame	4	end frame	30	lob			0	damage freq (0 = look at skill)	1	radius (0 = look at skill)	2	start frame	4	end frame	30	lob																											5			5		81	81	255	0	0	1	GlacialSpike	1024	6	16																		1											1	1	1			1																																											16									fireballdebuffnova							fireballdebuffnova								0
fireballdebuffnova	2971	1	4	1	5																												2								2																					255	255	255	0	0	1	expansion\twister	1024	40	16					3			1		1								1					1											1																																											16												fireballdebuffbolt							fireballdebuffbolt					0
fireballdebuffbolt	2972	1		1	21																																																40	80	3		3			7		81	81	255	0	0	1	Icebolt	1024	6	16					3					1			1	4				3																1																																											16																								0
rainoffire	2973	19	4	15	5				1												1												64								64																1					255	255	255	0	0	1	expansion\twister	1024	40	16																		1					1						1	1	1			1																																											16									rainoffiremainspawner			rainoffirelivecheck				rainoffiremainspawner			rainoffirelivecheck					0
rainoffiremainspawner	2974	50		28					1	damage freq (0 = look at skill)	10	radius (0 = look at skill)	0	start frame	11	end frame	30	lob			1	damage freq (0 = look at skill)	10	radius (0 = look at skill)	0	start frame	11	end frame	30	lob																											12					0	0	0	0	0	1	null	1024	30	16									1			1						3	1	25													1																																												1									rainoffirespawner							rainoffirespawner								0
rainoffirespawner	2975	1	25	1	20																												15		4						15		4										100	100			10					0	0	0	0	0	1	null	1024	15	16					6	1				1								1					1				1							1																																											1												rainoffiremeteorspawner							rainoffiremeteorspawner					0
rainoffiremeteorspawner	2976	1	25	1	20																												3		1						3		1										100	100			10					0	0	0	0	0	1	null	1024	15	16					3	1		1		1			1	1				1					1				1							1																																											1												rainoffiremeteorcenter							rainoffiremeteorcenter					0
rainoffiremeteorcenter	2977	9	18	1	1																10	frames	50	fallrate	15	sliderate							6								5	# submissile1	3	# submissile3	15	# submissile4											9			4		255	64	64	0	0	1	MeteorTargetIndicator	1024	17	16								1		1		1											1				1							1			Rain of Fire	5	2																			fire																			1			sorceress_meteor	sorceress_meteor_impact												rainoffiremeteor	meteortail		meteorexplode	whitelightmissile				0
rainoffiremeteor	2978	1		1																																																					11					0	0	0	0	0	1	Meteor	1024	12	16						1		1				1																																																																	1																								0
rainoffirelivecheck	2979	50		28					0	damage freq (0 = look at skill)	1	radius (0 = look at skill)	1	start frame	3	end frame	30	lob			0	damage freq (0 = look at skill)	1	radius (0 = look at skill)	1	start frame	3	end frame	30	lob																											4			5		81	81	255	0	0	1	GlacialSpike	1024	6	16																		1																1																																											16									rainoffirespawnersec							rainoffirespawnersec								0
rainoffirespawnersec	2980	1	4	1	5																												64								64																12					0	0	0	0	0	1	null	1024	15	16																		1					1				1							1																																											1												rainoffiremainspawner							rainoffiremainspawner					0
blaze	2981	1	4	15	5				1												1												64								64																1			5		143	143	255	0	0	0	BlueNovaB	1024	8	8																							1							1	1			1																																											64									blazenovadebuff			blazenova				blazenovadebuff			blazenova					0
blazenova	2982	1	51	1	45																												10		1						10		1																	5		143	143	255	0	0	0	BlueNovaB	1024	8	8																							1											1																																											64												blazespawner							blazespawner					0
blazespawner	2983	19	25	15	20				4												12												10		1						10		1										15	15			20			5		143	143	255	0	0	0	BlueNovaB	1024	8	8																							1							1	1			1																																											64									blazefire			blazespawnersec				blazefire			blazespawnersec					0
blazespawnersec	2984	19		15					4												12																																15	15			15			5		143	143	255	0	0	0	BlueNovaB	1024	8	8																							1											1																																											64									blazefire							blazefire								0
blazefire	2985	5		5																													19	softhit chance (128)															19	hit sound chance (128)							10			5	4	255	178	64	0	0	1	groundFireBig	1024	37	16					3				1			1						3	1	12														1			Blaze	4																																						32	1			object_fire_loop_magic																					0
blazenovadebuff	2986	1		1	45																												10		1																									5		143	143	255	0	0	0	BlueNovaB	1024	8	8																							1											1																																											64												blazespawnerdebuff												0
blazespawnerdebuff	2987	1		15	20				3																								10		1																		30	30			10			5		143	143	255	0	0	0	BlueNovaB	1024	8	8																							1											1																																											64									blazefiredebuff			blazespawnersecdebuff												0
blazespawnersecdebuff	2988	1		15					3																																												30	30			7			5		143	143	255	0	0	0	BlueNovaB	1024	8	8																							1											1																																											64									blazefiredebuff															0
blazefiredebuff	2989	1		1	21																																																40	40			2					192	192	192	0	0	0	BAYellShockWave01	1024	15	16					3			1					1	1				1																1																																											32																								0
firewave	2990	1	4	1	5																												64								64												100	100			20					128	255	128	0	0	0	Javelin	1024	8	16					6	1				1								1					1											1																																											32												firewavesanity							firewavesanity					0
firewavesanity	2991	1	25	1	20																												6		1						6		1																			128	255	128	0	0	0	Javelin	1024	8	16										1								1					1											1																																											32												firewavesanityspawner							firewavesanityspawner					0
firewavesanityspawner	2992	1	4	1	5																												64								64												25	25			3					128	255	128	0	0	0	Javelin	1024	8	16					3	1				1								1					1							1	1			1			Scorch	4																																							32												firewavespawner							firewavespawner					0
